fight_name,fighter_1_name,fighter_2_name,fighter_1_strength,fighter_2_strength,strength_diff,strength_advantage,fighter_1_travel_speed,fighter_2_travel_speed,travel_speed_diff,travel_speed_advantage,fighter_1_agility,fighter_2_agility,agility_diff,agility_advantage,fighter_1_reaction_speed,fighter_2_reaction_speed,reaction_speed_diff,reaction_speed_advantage,fighter_1_offense,fighter_2_offense,offense_diff,offense_advantage,fighter_1_defense,fighter_2_defense,defense_diff,defense_advantage,fighter_1_endurance,fighter_2_endurance,endurance_diff,endurance_advantage,fighter_1_durability,fighter_2_durability,durability_diff,durability_advantage,fighter_1_stamina,fighter_2_stamina,stamina_diff,stamina_advantage,fighter_1_intelligence,fighter_2_intelligence,intelligence_diff,intelligence_advantage,fighter_1_battle_iq,fighter_2_battle_iq,battle_iq_diff,battle_iq_advantage,fighter_1_combat_skills,fighter_2_combat_skills,combat_skills_diff,combat_skills_advantage,fighter_1_weapon_proficiency,fighter_2_weapon_proficiency,weapon_proficiency_diff,weapon_proficiency_advantage,fighter_1_armament_haki,fighter_2_armament_haki,armament_haki_diff,armament_haki_advantage,fighter_1_observation_haki,fighter_2_observation_haki,observation_haki_diff,observation_haki_advantage,fighter_1_conqueror_haki,fighter_2_conqueror_haki,conqueror_haki_diff,conqueror_haki_advantage,fighter_1_devil_fruit,fighter_2_devil_fruit,devil_fruit_diff,devil_fruit_advantage,fighter_1_mentality,fighter_2_mentality,mentality_diff,mentality_advantage,fighter_1_experience,fighter_2_experience,experience_diff,experience_advantage,fighter_1_points,fighter_2_points,outcome
Smoker vs Izou,Smoker,Izou,7.0,6.5,0.5,1,6.5,6.5,0.0,0,6.5,8.0,-1.5,0,7.0,7.5,-0.5,0,7.0,7.5,-0.5,0,6.5,5.5,1.0,1,7.0,7.0,0.0,0,7.0,6.5,0.5,1,7.0,7.5,-0.5,0,7.0,7.5,-0.5,0,7.5,8.0,-0.5,0,7.5,8.0,-0.5,0,7.5,9.0,-1.5,0,6.5,6.0,0.5,1,7.0,6.0,1.0,1,0.0,0.0,0.0,0,8.0,1.0,7.0,1,8.0,8.0,0.0,0,8.5,8.5,0.0,0,11,13,loss
Smoker vs Kouzuki Hiyori,Smoker,Kouzuki Hiyori,7.0,2.5,4.5,1,6.5,4.0,2.5,1,6.5,3.5,3.0,1,7.0,4.0,3.0,1,7.0,3.0,4.0,1,6.5,4.0,2.5,1,7.0,5.0,2.0,1,7.0,3.5,3.5,1,7.0,5.0,2.0,1,7.0,7.0,0.0,0,7.5,3.5,4.0,1,7.5,2.5,5.0,1,7.5,3.0,4.5,1,6.5,1.0,5.5,1,7.0,1.0,6.0,1,0.0,0.0,0.0,0,8.0,1.0,7.0,1,8.0,7.5,0.5,1,8.5,6.0,2.5,1,19,2,victory
Smoker vs Shirahoshi,Smoker,Shirahoshi,7.0,1.0,6.0,1,6.5,1.5,5.0,1,6.5,1.0,5.5,1,7.0,2.5,4.5,1,7.0,4.5,2.5,1,6.5,1.0,5.5,1,7.0,2.5,4.5,1,7.0,1.5,5.5,1,7.0,2.5,4.5,1,7.0,5.0,2.0,1,7.5,1.5,6.0,1,7.5,1.0,6.5,1,7.5,1.0,6.5,1,6.5,1.0,5.5,1,7.0,5.5,1.5,1,0.0,0.0,0.0,0,8.0,4.5,3.5,1,8.0,5.5,2.5,1,8.5,1.5,7.0,1,19,1,victory
Smoker vs Pell,Smoker,Pell,7.0,6.5,0.5,1,6.5,7.0,-0.5,0,6.5,8.0,-1.5,0,7.0,6.5,0.5,1,7.0,6.0,1.0,1,6.5,5.0,1.5,1,7.0,7.5,-0.5,0,7.0,8.0,-1.0,0,7.0,6.5,0.5,1,7.0,6.0,1.0,1,7.5,6.5,1.0,1,7.5,6.5,1.0,1,7.5,5.0,2.5,1,6.5,1.5,5.0,1,7.0,1.5,5.5,1,0.0,0.0,0.0,0,8.0,7.5,0.5,1,8.0,7.5,0.5,1,8.5,6.5,2.0,1,15,5,victory
Smoker vs Issho,Smoker,Issho,7.0,9.0,-2.0,0,6.5,7.0,-0.5,0,6.5,6.5,0.0,0,7.0,8.5,-1.5,0,7.0,9.0,-2.0,0,6.5,8.5,-2.0,0,7.0,8.5,-1.5,0,7.0,8.5,-1.5,0,7.0,9.0,-2.0,0,7.0,8.0,-1.0,0,7.5,9.0,-1.5,0,7.5,9.0,-1.5,0,7.5,9.0,-1.5,0,6.5,9.0,-2.5,0,7.0,10.0,-3.0,0,0.0,0.0,0.0,0,8.0,9.0,-1.0,0,8.0,9.0,-1.0,0,8.5,9.5,-1.0,0,2,19,loss
Smoker vs Sakazuki,Smoker,Sakazuki,7.0,9.5,-2.5,0,6.5,7.5,-1.0,0,6.5,7.0,-0.5,0,7.0,8.5,-1.5,0,7.0,10.0,-3.0,0,6.5,8.5,-2.0,0,7.0,9.5,-2.5,0,7.0,9.5,-2.5,0,7.0,9.5,-2.5,0,7.0,7.0,0.0,0,7.5,9.0,-1.5,0,7.5,9.5,-2.0,0,7.5,4.5,3.0,1,6.5,9.5,-3.0,0,7.0,8.5,-1.5,0,0.0,0.0,0.0,0,8.0,10.0,-2.0,0,8.0,9.0,-1.0,0,8.5,9.5,-1.0,0,3,18,loss
Smoker vs Kurozumi Tama,Smoker,Kurozumi Tama,7.0,2.0,5.0,1,6.5,3.0,3.5,1,6.5,4.0,2.5,1,7.0,3.0,4.0,1,7.0,3.5,3.5,1,6.5,2.5,4.0,1,7.0,4.0,3.0,1,7.0,3.0,4.0,1,7.0,4.0,3.0,1,7.0,5.5,1.5,1,7.5,4.0,3.5,1,7.5,1.5,6.0,1,7.5,1.5,6.0,1,6.5,1.0,5.5,1,7.0,1.0,6.0,1,0.0,0.0,0.0,0,8.0,7.5,0.5,1,8.0,6.5,1.5,1,8.5,3.0,5.5,1,19,1,victory
Smoker vs Killer,Smoker,Killer,7.0,7.0,0.0,0,6.5,6.5,0.0,0,6.5,7.5,-1.0,0,7.0,7.5,-0.5,0,7.0,8.0,-1.0,0,6.5,6.0,0.5,1,7.0,7.0,0.0,0,7.0,6.5,0.5,1,7.0,7.0,0.0,0,7.0,7.0,0.0,0,7.5,8.0,-0.5,0,7.5,8.0,-0.5,0,7.5,9.0,-1.5,0,6.5,7.0,-0.5,0,7.0,6.0,1.0,1,0.0,0.0,0.0,0,8.0,1.0,7.0,1,8.0,7.5,0.5,1,8.5,8.0,0.5,1,12,13,loss
Smoker vs Ulti,Smoker,Ulti,7.0,8.0,-1.0,0,6.5,6.5,0.0,0,6.5,6.0,0.5,1,7.0,7.5,-0.5,0,7.0,7.5,-0.5,0,6.5,7.5,-1.0,0,7.0,8.0,-1.0,0,7.0,8.5,-1.5,0,7.0,7.5,-0.5,0,7.0,5.5,1.5,1,7.5,6.5,1.0,1,7.5,7.5,0.0,0,7.5,4.0,3.5,1,6.5,7.0,-0.5,0,7.0,5.5,1.5,1,0.0,0.0,0.0,0,8.0,8.0,0.0,0,8.0,7.0,1.0,1,8.5,6.5,2.0,1,11,12,loss
Smoker vs Benn Beckman,Smoker,Benn Beckman,7.0,8.5,-1.5,0,6.5,7.0,-0.5,0,6.5,7.5,-1.0,0,7.0,9.0,-2.0,0,7.0,9.0,-2.0,0,6.5,7.5,-1.0,0,7.0,8.5,-1.5,0,7.0,8.0,-1.0,0,7.0,9.0,-2.0,0,7.0,10.0,-3.0,0,7.5,9.5,-2.0,0,7.5,9.0,-1.5,0,7.5,10.0,-2.5,0,6.5,9.0,-2.5,0,7.0,9.0,-2.0,0,0.0,0.0,0.0,0,8.0,1.0,7.0,1,8.0,9.5,-1.5,0,8.5,10.0,-1.5,0,2,18,loss
Smoker vs Koala,Smoker,Koala,7.0,6.0,1.0,1,6.5,6.0,0.5,1,6.5,7.5,-1.0,0,7.0,7.0,0.0,0,7.0,6.5,0.5,1,6.5,5.5,1.0,1,7.0,6.0,1.0,1,7.0,5.5,1.5,1,7.0,6.5,0.5,1,7.0,7.5,-0.5,0,7.5,7.0,0.5,1,7.5,7.5,0.0,0,7.5,4.5,3.0,1,6.5,5.0,1.5,1,7.0,5.0,2.0,1,0.0,0.0,0.0,0,8.0,1.0,7.0,1,8.0,8.5,-0.5,0,8.5,7.0,1.5,1,16,6,victory
Smoker vs Borsalino,Smoker,Borsalino,7.0,8.0,-1.0,0,6.5,10.0,-3.5,0,6.5,8.5,-2.0,0,7.0,10.0,-3.0,0,7.0,9.5,-2.5,0,6.5,7.5,-1.0,0,7.0,8.0,-1.0,0,7.0,7.5,-0.5,0,7.0,8.0,-1.0,0,7.0,8.0,-1.0,0,7.5,8.5,-1.0,0,7.5,9.0,-1.5,0,7.5,6.5,1.0,1,6.5,9.0,-2.5,0,7.0,9.0,-2.0,0,0.0,0.0,0.0,0,8.0,10.0,-2.0,0,8.0,6.5,1.5,1,8.5,9.5,-1.0,0,3,17,loss
Smoker vs Gaimon,Smoker,Gaimon,7.0,1.0,6.0,1,6.5,1.0,5.5,1,6.5,1.0,5.5,1,7.0,1.5,5.5,1,7.0,1.0,6.0,1,6.5,1.5,5.0,1,7.0,4.0,3.0,1,7.0,2.0,5.0,1,7.0,3.5,3.5,1,7.0,5.5,1.5,1,7.5,1.5,6.0,1,7.5,1.0,6.5,1,7.5,1.0,6.5,1,6.5,1.0,5.5,1,7.0,1.0,6.0,1,0.0,0.0,0.0,0,8.0,1.0,7.0,1,8.0,7.5,0.5,1,8.5,5.5,3.0,1,19,1,victory
Smoker vs Pedro,Smoker,Pedro,7.0,7.5,-0.5,0,6.5,7.0,-0.5,0,6.5,8.0,-1.5,0,7.0,7.5,-0.5,0,7.0,7.5,-0.5,0,6.5,6.5,0.0,0,7.0,7.0,0.0,0,7.0,6.5,0.5,1,7.0,7.0,0.0,0,7.0,7.0,0.0,0,7.5,8.0,-0.5,0,7.5,8.0,-0.5,0,7.5,7.5,0.0,0,6.5,6.5,0.0,0,7.0,7.5,-0.5,0,0.0,0.0,0.0,0,8.0,1.0,7.0,1,8.0,8.5,-0.5,0,8.5,8.0,0.5,1,10,16,loss
Smoker vs Monkey D. Dragon,Smoker,Monkey D. Dragon,7.0,8.5,-1.5,0,6.5,8.0,-1.5,0,6.5,7.5,-1.0,0,7.0,8.5,-1.5,0,7.0,9.0,-2.0,0,6.5,8.5,-2.0,0,7.0,9.0,-2.0,0,7.0,8.5,-1.5,0,7.0,9.0,-2.0,0,7.0,10.0,-3.0,0,7.5,9.5,-2.0,0,7.5,9.0,-1.5,0,7.5,6.5,1.0,1,6.5,9.0,-2.5,0,7.0,8.0,-1.0,0,0.0,0.0,0.0,0,8.0,9.0,-1.0,0,8.0,10.0,-2.0,0,8.5,10.0,-1.5,0,2,18,loss
Smoker vs Thousand Sunny,Smoker,Thousand Sunny,7.0,7.5,-0.5,0,6.5,7.5,-1.0,0,6.5,6.0,0.5,1,7.0,5.0,2.0,1,7.0,7.0,0.0,0,6.5,7.5,-1.0,0,7.0,9.0,-2.0,0,7.0,9.0,-2.0,0,7.0,7.0,0.0,0,7.0,2.0,5.0,1,7.5,4.0,3.5,1,7.5,6.0,1.5,1,7.5,7.0,0.5,1,6.5,1.0,5.5,1,7.0,1.0,6.0,1,0.0,0.0,0.0,0,8.0,1.0,7.0,1,8.0,6.0,2.0,1,8.5,6.5,2.0,1,14,8,victory
Smoker vs Bepo,Smoker,Bepo,7.0,6.0,1.0,1,6.5,5.5,1.0,1,6.5,7.0,-0.5,0,7.0,6.0,1.0,1,7.0,6.0,1.0,1,6.5,5.5,1.0,1,7.0,6.0,1.0,1,7.0,5.5,1.5,1,7.0,6.0,1.0,1,7.0,6.0,1.0,1,7.5,6.0,1.5,1,7.5,6.5,1.0,1,7.5,2.0,5.5,1,6.5,3.0,3.5,1,7.0,3.0,4.0,1,0.0,0.0,0.0,0,8.0,1.0,7.0,1,8.0,6.0,2.0,1,8.5,6.5,2.0,1,18,2,victory
Smoker vs Rockstar,Smoker,Rockstar,7.0,5.5,1.5,1,6.5,6.0,0.5,1,6.5,5.5,1.0,1,7.0,5.5,1.5,1,7.0,5.5,1.5,1,6.5,5.0,1.5,1,7.0,6.0,1.0,1,7.0,5.5,1.5,1,7.0,6.0,1.0,1,7.0,5.5,1.5,1,7.5,5.5,2.0,1,7.5,6.0,1.5,1,7.5,6.0,1.5,1,6.5,6.0,0.5,1,7.0,5.0,2.0,1,0.0,0.0,0.0,0,8.0,1.0,7.0,1,8.0,6.0,2.0,1,8.5,6.0,2.5,1,19,1,victory
Smoker vs Hiriluk,Smoker,Hiriluk,7.0,2.0,5.0,1,6.5,3.0,3.5,1,6.5,2.5,4.0,1,7.0,3.5,3.5,1,7.0,1.5,5.5,1,6.5,2.5,4.0,1,7.0,5.0,2.0,1,7.0,3.0,4.0,1,7.0,4.5,2.5,1,7.0,7.5,-0.5,0,7.5,1.5,6.0,1,7.5,1.5,6.0,1,7.5,2.0,5.5,1,6.5,1.0,5.5,1,7.0,1.0,6.0,1,0.0,0.0,0.0,0,8.0,1.0,7.0,1,8.0,8.5,-0.5,0,8.5,6.0,2.5,1,17,3,victory
Smoker vs Rebecca,Smoker,Rebecca,7.0,4.0,3.0,1,6.5,6.0,0.5,1,6.5,8.0,-1.5,0,7.0,7.0,0.0,0,7.0,4.0,3.0,1,6.5,5.0,1.5,1,7.0,5.5,1.5,1,7.0,4.5,2.5,1,7.0,6.5,0.5,1,7.0,6.0,1.0,1,7.5,7.0,0.5,1,7.5,6.0,1.5,1,7.5,6.5,1.0,1,6.5,0.0,6.5,1,7.0,1.5,5.5,1,0.0,0.0,0.0,0,8.0,0.0,8.0,1,8.0,8.0,0.0,0,8.5,6.0,2.5,1,18,4,victory
Smoker vs Paulie,Smoker,Paulie,7.0,6.5,0.5,1,6.5,5.5,1.0,1,6.5,7.0,-0.5,0,7.0,6.0,1.0,1,7.0,6.0,1.0,1,6.5,6.0,0.5,1,7.0,6.5,0.5,1,7.0,6.0,1.0,1,7.0,7.0,0.0,0,7.0,7.0,0.0,0,7.5,6.5,1.0,1,7.5,7.0,0.5,1,7.5,8.0,-0.5,0,6.5,1.0,5.5,1,7.0,1.0,6.0,1,0.0,0.0,0.0,0,8.0,1.0,7.0,1,8.0,7.0,1.0,1,8.5,7.0,1.5,1,17,5,victory
Smoker vs Urouge,Smoker,Urouge,7.0,8.0,-1.0,0,6.5,5.5,1.0,1,6.5,6.5,0.0,0,7.0,6.5,0.5,1,7.0,8.0,-1.0,0,6.5,7.0,-0.5,0,7.0,8.0,-1.0,0,7.0,7.5,-0.5,0,7.0,7.0,0.0,0,7.0,6.5,0.5,1,7.5,7.0,0.5,1,7.5,7.0,0.5,1,7.5,4.5,3.0,1,6.5,7.0,-0.5,0,7.0,6.0,1.0,1,0.0,0.0,0.0,0,8.0,8.0,0.0,0,8.0,7.0,1.0,1,8.5,8.0,0.5,1,13,10,victory
Smoker vs Namur,Smoker,Namur,7.0,7.5,-0.5,0,6.5,6.5,0.0,0,6.5,6.5,0.0,0,7.0,6.5,0.5,1,7.0,7.5,-0.5,0,6.5,6.5,0.0,0,7.0,7.0,0.0,0,7.0,6.5,0.5,1,7.0,7.0,0.0,0,7.0,5.5,1.5,1,7.5,6.5,1.0,1,7.5,7.5,0.0,0,7.5,3.5,4.0,1,6.5,4.0,2.5,1,7.0,3.5,3.5,1,0.0,0.0,0.0,0,8.0,7.0,1.0,1,8.0,6.5,1.5,1,8.5,6.5,2.0,1,17,9,victory
Smoker vs Senor Pink,Smoker,Senor Pink,7.0,7.0,0.0,0,6.5,5.0,1.5,1,6.5,6.5,0.0,0,7.0,6.5,0.5,1,7.0,7.0,0.0,0,6.5,7.0,-0.5,0,7.0,8.0,-1.0,0,7.0,7.5,-0.5,0,7.0,7.5,-0.5,0,7.0,6.0,1.0,1,7.5,7.0,0.5,1,7.5,7.5,0.0,0,7.5,3.0,4.5,1,6.5,5.5,1.0,1,7.0,4.0,3.0,1,0.0,0.0,0.0,0,8.0,6.5,1.5,1,8.0,8.5,-0.5,0,8.5,7.5,1.0,1,14,10,victory
Smoker vs Cavendish,Smoker,Cavendish,7.0,7.5,-0.5,0,6.5,7.5,-1.0,0,6.5,8.0,-1.5,0,7.0,7.5,-0.5,0,7.0,8.0,-1.0,0,6.5,6.5,0.0,0,7.0,7.0,0.0,0,7.0,7.0,0.0,0,7.0,7.0,0.0,0,7.0,7.0,0.0,0,7.5,7.5,0.0,0,7.5,8.0,-0.5,0,7.5,9.0,-1.5,0,6.5,6.0,0.5,1,7.0,6.0,1.0,1,0.0,0.0,0.0,0,8.0,1.0,7.0,1,8.0,6.5,1.5,1,8.5,7.5,1.0,1,12,14,loss
Smoker vs Gecko Moria,Smoker,Gecko Moria,7.0,6.5,0.5,1,6.5,2.5,4.0,1,6.5,3.5,3.0,1,7.0,4.5,2.5,1,7.0,7.5,-0.5,0,6.5,5.5,1.0,1,7.0,6.0,1.0,1,7.0,6.0,1.0,1,7.0,6.0,1.0,1,7.0,6.5,0.5,1,7.5,6.0,1.5,1,7.5,5.0,2.5,1,7.5,3.0,4.5,1,6.5,1.0,5.5,1,7.0,1.0,6.0,1,0.0,0.0,0.0,0,8.0,8.5,-0.5,0,8.0,5.0,3.0,1,8.5,8.0,0.5,1,17,3,victory
Smoker vs Karoo,Smoker,Karoo,7.0,2.0,5.0,1,6.5,7.0,-0.5,0,6.5,6.5,0.0,0,7.0,4.5,2.5,1,7.0,1.5,5.5,1,6.5,3.5,3.0,1,7.0,5.5,1.5,1,7.0,3.5,3.5,1,7.0,6.5,0.5,1,7.0,3.0,4.0,1,7.5,2.5,5.0,1,7.5,1.5,6.0,1,7.5,1.0,6.5,1,6.5,1.0,5.5,1,7.0,1.0,6.0,1,0.0,0.0,0.0,0,8.0,1.0,7.0,1,8.0,6.5,1.5,1,8.5,4.5,4.0,1,18,3,victory
Smoker vs Monet,Smoker,Monet,7.0,4.5,2.5,1,6.5,7.5,-1.0,0,6.5,7.0,-0.5,0,7.0,6.0,1.0,1,7.0,7.0,0.0,0,6.5,6.0,0.5,1,7.0,5.5,1.5,1,7.0,5.0,2.0,1,7.0,6.5,0.5,1,7.0,7.0,0.0,0,7.5,6.5,1.0,1,7.5,6.5,1.0,1,7.5,4.0,3.5,1,6.5,1.0,5.5,1,7.0,1.0,6.0,1,0.0,0.0,0.0,0,8.0,8.0,0.0,0,8.0,7.0,1.0,1,8.5,6.0,2.5,1,17,6,victory
Smoker vs Kaku,Smoker,Kaku,7.0,8.0,-1.0,0,6.5,7.0,-0.5,0,6.5,9.0,-2.5,0,7.0,8.0,-1.0,0,7.0,8.5,-1.5,0,6.5,7.0,-0.5,0,7.0,7.5,-0.5,0,7.0,7.5,-0.5,0,7.0,7.5,-0.5,0,7.0,8.0,-1.0,0,7.5,8.0,-0.5,0,7.5,9.0,-1.5,0,7.5,8.5,-1.0,0,6.5,3.0,3.5,1,7.0,3.0,4.0,1,0.0,0.0,0.0,0,8.0,7.5,0.5,1,8.0,7.0,1.0,1,8.5,8.5,0.0,0,6,15,loss
Smoker vs Orlumbus,Smoker,Orlumbus,7.0,6.0,1.0,1,6.5,4.5,2.0,1,6.5,3.5,3.0,1,7.0,4.0,3.0,1,7.0,5.0,2.0,1,6.5,5.0,1.5,1,7.0,5.5,1.5,1,7.0,5.0,2.0,1,7.0,6.5,0.5,1,7.0,6.0,1.0,1,7.5,6.5,1.0,1,7.5,5.0,2.5,1,7.5,5.5,2.0,1,6.5,1.0,5.5,1,7.0,1.0,6.0,1,0.0,0.0,0.0,0,8.0,1.0,7.0,1,8.0,7.0,1.0,1,8.5,6.5,2.0,1,19,1,victory
Smoker vs Emporio Ivankov,Smoker,Emporio Ivankov,7.0,7.0,0.0,0,6.5,6.0,0.5,1,6.5,7.5,-1.0,0,7.0,7.5,-0.5,0,7.0,7.5,-0.5,0,6.5,7.0,-0.5,0,7.0,7.5,-0.5,0,7.0,7.0,0.0,0,7.0,7.5,-0.5,0,7.0,7.5,-0.5,0,7.5,8.0,-0.5,0,7.5,8.0,-0.5,0,7.5,2.0,5.5,1,6.5,6.0,0.5,1,7.0,6.0,1.0,1,0.0,0.0,0.0,0,8.0,8.5,-0.5,0,8.0,8.5,-0.5,0,8.5,8.5,0.0,0,8,15,loss
Smoker vs Morgans,Smoker,Morgans,7.0,3.5,3.5,1,6.5,6.0,0.5,1,6.5,6.0,0.5,1,7.0,5.0,2.0,1,7.0,4.0,3.0,1,6.5,4.5,2.0,1,7.0,6.5,0.5,1,7.0,4.5,2.5,1,7.0,7.0,0.0,0,7.0,8.5,-1.5,0,7.5,5.0,2.5,1,7.5,3.5,4.0,1,7.5,3.0,4.5,1,6.5,1.0,5.5,1,7.0,3.5,3.5,1,0.0,0.0,0.0,0,8.0,4.0,4.0,1,8.0,8.5,-0.5,0,8.5,8.0,0.5,1,17,4,victory
Smoker vs Bell-mère,Smoker,Bell-mère,7.0,4.5,2.5,1,6.5,4.0,2.5,1,6.5,4.5,2.0,1,7.0,5.0,2.0,1,7.0,4.5,2.5,1,6.5,4.5,2.0,1,7.0,6.5,0.5,1,7.0,4.5,2.5,1,7.0,5.5,1.5,1,7.0,6.5,0.5,1,7.5,4.0,3.5,1,7.5,5.0,2.5,1,7.5,5.0,2.5,1,6.5,1.0,5.5,1,7.0,1.0,6.0,1,0.0,0.0,0.0,0,8.0,0.5,7.5,1,8.0,8.5,-0.5,0,8.5,6.0,2.5,1,18,2,victory
Smoker vs Basil Hawkins,Smoker,Basil Hawkins,7.0,6.5,0.5,1,6.5,5.0,1.5,1,6.5,5.5,1.0,1,7.0,7.0,0.0,0,7.0,7.0,0.0,0,6.5,7.5,-1.0,0,7.0,7.0,0.0,0,7.0,7.0,0.0,0,7.0,7.0,0.0,0,7.0,8.5,-1.5,0,7.5,8.0,-0.5,0,7.5,6.5,1.0,1,7.5,6.5,1.0,1,6.5,7.0,-0.5,0,7.0,7.0,0.0,0,0.0,0.0,0.0,0,8.0,8.5,-0.5,0,8.0,6.5,1.5,1,8.5,7.5,1.0,1,14,12,victory
Smoker vs Denjiro,Smoker,Denjiro,7.0,8.0,-1.0,0,6.5,7.0,-0.5,0,6.5,7.5,-1.0,0,7.0,7.5,-0.5,0,7.0,8.5,-1.5,0,6.5,7.0,-0.5,0,7.0,7.5,-0.5,0,7.0,7.5,-0.5,0,7.0,8.0,-1.0,0,7.0,8.5,-1.5,0,7.5,8.5,-1.0,0,7.5,8.5,-1.0,0,7.5,9.5,-2.0,0,6.5,8.0,-1.5,0,7.0,7.0,0.0,0,0.0,0.0,0.0,0,8.0,1.0,7.0,1,8.0,9.0,-1.0,0,8.5,9.0,-0.5,0,3,18,loss
Smoker vs Gin,Smoker,Gin,7.0,6.5,0.5,1,6.5,4.5,2.0,1,6.5,5.5,1.0,1,7.0,6.0,1.0,1,7.0,7.0,0.0,0,6.5,5.5,1.0,1,7.0,6.0,1.0,1,7.0,5.5,1.5,1,7.0,6.5,0.5,1,7.0,5.5,1.5,1,7.5,6.5,1.0,1,7.5,7.0,0.5,1,7.5,7.5,0.0,0,6.5,1.0,5.5,1,7.0,1.0,6.0,1,0.0,0.0,0.0,0,8.0,1.0,7.0,1,8.0,7.0,1.0,1,8.5,6.5,2.0,1,19,3,victory
Smoker vs Jewelry Bonney,Smoker,Jewelry Bonney,7.0,5.5,1.5,1,6.5,6.0,0.5,1,6.5,6.0,0.5,1,7.0,6.0,1.0,1,7.0,6.5,0.5,1,6.5,6.0,0.5,1,7.0,6.0,1.0,1,7.0,5.5,1.5,1,7.0,6.5,0.5,1,7.0,7.0,0.0,0,7.5,7.0,0.5,1,7.5,5.5,2.0,1,7.5,3.0,4.5,1,6.5,1.0,5.5,1,7.0,1.0,6.0,1,0.0,0.0,0.0,0,8.0,8.0,0.0,0,8.0,7.0,1.0,1,8.5,7.0,1.5,1,19,3,victory
Smoker vs Charlotte Linlin,Smoker,Charlotte Linlin,7.0,10.0,-3.0,0,6.5,6.0,0.5,1,6.5,5.0,1.5,1,7.0,8.0,-1.0,0,7.0,10.0,-3.0,0,6.5,9.0,-2.5,0,7.0,10.0,-3.0,0,7.0,9.5,-2.5,0,7.0,9.0,-2.0,0,7.0,6.5,0.5,1,7.5,7.5,0.0,0,7.5,9.5,-2.0,0,7.5,8.0,-0.5,0,6.5,9.5,-3.0,0,7.0,7.5,-0.5,0,0.0,1.0,-1.0,0,8.0,10.0,-2.0,0,8.0,4.5,3.5,1,8.5,9.5,-1.0,0,5,15,loss
Smoker vs Marguerite,Smoker,Marguerite,7.0,4.5,2.5,1,6.5,5.5,1.0,1,6.5,7.0,-0.5,0,7.0,6.5,0.5,1,7.0,6.5,0.5,1,6.5,5.0,1.5,1,7.0,5.5,1.5,1,7.0,5.0,2.0,1,7.0,6.5,0.5,1,7.0,6.0,1.0,1,7.5,6.0,1.5,1,7.5,7.0,0.5,1,7.5,7.5,0.0,0,6.5,6.0,0.5,1,7.0,5.0,2.0,1,0.0,0.0,0.0,0,8.0,0.5,7.5,1,8.0,7.5,0.5,1,8.5,6.5,2.0,1,18,3,victory
Smoker vs Wyper,Smoker,Wyper,7.0,7.0,0.0,0,6.5,5.5,1.0,1,6.5,7.0,-0.5,0,7.0,6.5,0.5,1,7.0,8.0,-1.0,0,6.5,5.5,1.0,1,7.0,8.0,-1.0,0,7.0,6.5,0.5,1,7.0,7.5,-0.5,0,7.0,6.0,1.0,1,7.5,7.0,0.5,1,7.5,7.0,0.5,1,7.5,8.0,-0.5,0,6.5,0.0,6.5,1,7.0,0.0,7.0,1,0.0,0.0,0.0,0,8.0,0.0,8.0,1,8.0,8.5,-0.5,0,8.5,7.0,1.5,1,13,8,victory
Smoker vs Animal Species/Arabasta Saga,Smoker,Animal Species/Arabasta Saga,7.0,6.5,0.5,1,6.5,5.5,1.0,1,6.5,6.0,0.5,1,7.0,6.0,1.0,1,7.0,7.0,0.0,0,6.5,6.0,0.5,1,7.0,7.0,0.0,0,7.0,6.0,1.0,1,7.0,7.0,0.0,0,7.0,6.0,1.0,1,7.5,6.5,1.0,1,7.5,7.0,0.5,1,7.5,6.5,1.0,1,6.5,1.0,5.5,1,7.0,1.0,6.0,1,0.0,0.0,0.0,0,8.0,7.0,1.0,1,8.0,7.5,0.5,1,8.5,6.5,2.0,1,19,4,victory
Smoker vs Charlotte Mont-d'Or,Smoker,Charlotte Mont-d'Or,7.0,6.5,0.5,1,6.5,5.0,1.5,1,6.5,6.0,0.5,1,7.0,6.0,1.0,1,7.0,7.0,0.0,0,6.5,6.5,0.0,0,7.0,6.5,0.5,1,7.0,6.0,1.0,1,7.0,6.5,0.5,1,7.0,8.0,-1.0,0,7.5,7.0,0.5,1,7.5,7.0,0.5,1,7.5,5.5,2.0,1,6.5,7.0,-0.5,0,7.0,6.0,1.0,1,0.0,0.0,0.0,0,8.0,7.5,0.5,1,8.0,7.0,1.0,1,8.5,7.5,1.0,1,17,5,victory
Smoker vs Caesar Clown,Smoker,Caesar Clown,7.0,4.0,3.0,1,6.5,4.0,2.5,1,6.5,5.0,1.5,1,7.0,5.5,1.5,1,7.0,7.0,0.0,0,6.5,5.0,1.5,1,7.0,4.5,2.5,1,7.0,4.5,2.5,1,7.0,5.0,2.0,1,7.0,9.0,-2.0,0,7.5,6.0,1.5,1,7.5,4.5,3.0,1,7.5,6.5,1.0,1,6.5,1.0,5.5,1,7.0,1.0,6.0,1,0.0,0.0,0.0,0,8.0,8.0,0.0,0,8.0,3.5,4.5,1,8.5,7.0,1.5,1,18,4,victory
