fight_name,fighter_1_reaction_speed,fighter_2_reaction_speed,reaction_speed_diff,reaction_speed_advantage,fighter_1_stamina,fighter_2_stamina,stamina_diff,stamina_advantage,fighter_1_strength,fighter_2_strength,strength_diff,strength_advantage,fighter_1_offense,fighter_2_offense,offense_diff,offense_advantage,fighter_1_defense,fighter_2_defense,defense_diff,defense_advantage,fighter_1_combat_skills,fighter_2_combat_skills,combat_skills_diff,combat_skills_advantage,fighter_1_battle_iq,fighter_2_battle_iq,battle_iq_diff,battle_iq_advantage,fighter_1_armament_haki,fighter_2_armament_haki,armament_haki_diff,armament_haki_advantage,fighter_1_observation_haki,fighter_2_observation_haki,observation_haki_diff,observation_haki_advantage,fighter_1_conqueror_haki,fighter_2_conqueror_haki,conqueror_haki_diff,conqueror_haki_advantage,fighter_1_experience,fighter_2_experience,experience_diff,experience_advantage,outcome
Eustass Kid vs Pedro,8.0,7.5,0.5,1,8.0,7.0,1.0,1,8.5,7.5,1.0,1,8.5,7.5,1.0,1,7.5,6.5,1.0,1,7.5,8.0,-0.5,0,7.5,8.0,-0.5,0,8.0,6.5,1.5,1,7.0,7.5,-0.5,0,1.0,0.0,1.0,1,8.0,8.0,0.0,0,victory
Eustass Kid vs Monkey D. Dragon,8.0,8.5,-0.5,0,8.0,9.0,-1.0,0,8.5,8.5,0.0,0,8.5,9.0,-0.5,0,7.5,8.5,-1.0,0,7.5,9.0,-1.5,0,7.5,9.5,-2.0,0,8.0,9.0,-1.0,0,7.0,8.0,-1.0,0,1.0,0.0,1.0,1,8.0,10.0,-2.0,0,loss
Eustass Kid vs Thousand Sunny,8.0,5.0,3.0,1,8.0,7.0,1.0,1,8.5,7.5,1.0,1,8.5,7.0,1.5,1,7.5,7.5,0.0,0,7.5,6.0,1.5,1,7.5,4.0,3.5,1,8.0,1.0,7.0,1,7.0,1.0,6.0,1,1.0,0.0,1.0,1,8.0,6.5,1.5,1,victory
Eustass Kid vs Bepo,8.0,6.0,2.0,1,8.0,6.0,2.0,1,8.5,6.0,2.5,1,8.5,6.0,2.5,1,7.5,5.5,2.0,1,7.5,6.5,1.0,1,7.5,6.0,1.5,1,8.0,3.0,5.0,1,7.0,3.0,4.0,1,1.0,0.0,1.0,1,8.0,6.5,1.5,1,victory
Eustass Kid vs Rockstar,8.0,5.5,2.5,1,8.0,6.0,2.0,1,8.5,5.5,3.0,1,8.5,5.5,3.0,1,7.5,5.0,2.5,1,7.5,6.0,1.5,1,7.5,5.5,2.0,1,8.0,6.0,2.0,1,7.0,5.0,2.0,1,1.0,0.0,1.0,1,8.0,6.0,2.0,1,victory
Eustass Kid vs Hiriluk,8.0,3.5,4.5,1,8.0,4.5,3.5,1,8.5,2.0,6.5,1,8.5,1.5,7.0,1,7.5,2.5,5.0,1,7.5,1.5,6.0,1,7.5,1.5,6.0,1,8.0,1.0,7.0,1,7.0,1.0,6.0,1,1.0,0.0,1.0,1,8.0,6.0,2.0,1,victory
Eustass Kid vs Rebecca,8.0,7.0,1.0,1,8.0,6.5,1.5,1,8.5,4.0,4.5,1,8.5,4.0,4.5,1,7.5,5.0,2.5,1,7.5,6.0,1.5,1,7.5,7.0,0.5,1,8.0,0.0,8.0,1,7.0,1.5,5.5,1,1.0,0.0,1.0,1,8.0,6.0,2.0,1,victory
Eustass Kid vs Paulie,8.0,6.0,2.0,1,8.0,7.0,1.0,1,8.5,6.5,2.0,1,8.5,6.0,2.5,1,7.5,6.0,1.5,1,7.5,7.0,0.5,1,7.5,6.5,1.0,1,8.0,1.0,7.0,1,7.0,1.0,6.0,1,1.0,0.0,1.0,1,8.0,7.0,1.0,1,victory
Eustass Kid vs Urouge,8.0,6.5,1.5,1,8.0,7.0,1.0,1,8.5,8.0,0.5,1,8.5,8.0,0.5,1,7.5,7.0,0.5,1,7.5,7.0,0.5,1,7.5,7.0,0.5,1,8.0,7.0,1.0,1,7.0,6.0,1.0,1,1.0,0.0,1.0,1,8.0,8.0,0.0,0,victory
Eustass Kid vs Namur,8.0,6.5,1.5,1,8.0,7.0,1.0,1,8.5,7.5,1.0,1,8.5,7.5,1.0,1,7.5,6.5,1.0,1,7.5,7.5,0.0,0,7.5,6.5,1.0,1,8.0,4.0,4.0,1,7.0,3.5,3.5,1,1.0,0.0,1.0,1,8.0,6.5,1.5,1,victory
Eustass Kid vs Senor Pink,8.0,6.5,1.5,1,8.0,7.5,0.5,1,8.5,7.0,1.5,1,8.5,7.0,1.5,1,7.5,7.0,0.5,1,7.5,7.5,0.0,0,7.5,7.0,0.5,1,8.0,5.5,2.5,1,7.0,4.0,3.0,1,1.0,0.0,1.0,1,8.0,7.5,0.5,1,victory
Eustass Kid vs Cavendish,8.0,7.5,0.5,1,8.0,7.0,1.0,1,8.5,7.5,1.0,1,8.5,8.0,0.5,1,7.5,6.5,1.0,1,7.5,8.0,-0.5,0,7.5,7.5,0.0,0,8.0,6.0,2.0,1,7.0,6.0,1.0,1,1.0,0.0,1.0,1,8.0,7.5,0.5,1,victory
Eustass Kid vs Gecko Moria,8.0,4.5,3.5,1,8.0,6.0,2.0,1,8.5,6.5,2.0,1,8.5,7.5,1.0,1,7.5,5.5,2.0,1,7.5,5.0,2.5,1,7.5,6.0,1.5,1,8.0,1.0,7.0,1,7.0,1.0,6.0,1,1.0,0.0,1.0,1,8.0,8.0,0.0,0,victory
Eustass Kid vs Karoo,8.0,4.5,3.5,1,8.0,6.5,1.5,1,8.5,2.0,6.5,1,8.5,1.5,7.0,1,7.5,3.5,4.0,1,7.5,1.5,6.0,1,7.5,2.5,5.0,1,8.0,1.0,7.0,1,7.0,1.0,6.0,1,1.0,0.0,1.0,1,8.0,4.5,3.5,1,victory
Eustass Kid vs Monet,8.0,6.0,2.0,1,8.0,6.5,1.5,1,8.5,4.5,4.0,1,8.5,7.0,1.5,1,7.5,6.0,1.5,1,7.5,6.5,1.0,1,7.5,6.5,1.0,1,8.0,1.0,7.0,1,7.0,1.0,6.0,1,1.0,0.0,1.0,1,8.0,6.0,2.0,1,victory
Eustass Kid vs Kaku,8.0,8.0,0.0,0,8.0,7.5,0.5,1,8.5,8.0,0.5,1,8.5,8.5,0.0,0,7.5,7.0,0.5,1,7.5,9.0,-1.5,0,7.5,8.0,-0.5,0,8.0,3.0,5.0,1,7.0,3.0,4.0,1,1.0,0.0,1.0,1,8.0,8.5,-0.5,0,victory
Eustass Kid vs Orlumbus,8.0,4.0,4.0,1,8.0,6.5,1.5,1,8.5,6.0,2.5,1,8.5,5.0,3.5,1,7.5,5.0,2.5,1,7.5,5.0,2.5,1,7.5,6.5,1.0,1,8.0,1.0,7.0,1,7.0,1.0,6.0,1,1.0,0.0,1.0,1,8.0,6.5,1.5,1,victory
Eustass Kid vs Emporio Ivankov,8.0,7.5,0.5,1,8.0,7.5,0.5,1,8.5,7.0,1.5,1,8.5,7.5,1.0,1,7.5,7.0,0.5,1,7.5,8.0,-0.5,0,7.5,8.0,-0.5,0,8.0,6.0,2.0,1,7.0,6.0,1.0,1,1.0,0.0,1.0,1,8.0,8.5,-0.5,0,victory
Eustass Kid vs Morgans,8.0,5.0,3.0,1,8.0,7.0,1.0,1,8.5,3.5,5.0,1,8.5,4.0,4.5,1,7.5,4.5,3.0,1,7.5,3.5,4.0,1,7.5,5.0,2.5,1,8.0,1.0,7.0,1,7.0,3.5,3.5,1,1.0,0.0,1.0,1,8.0,8.0,0.0,0,victory
Eustass Kid vs Bell-mère,8.0,5.0,3.0,1,8.0,5.5,2.5,1,8.5,4.5,4.0,1,8.5,4.5,4.0,1,7.5,4.5,3.0,1,7.5,5.0,2.5,1,7.5,4.0,3.5,1,8.0,1.0,7.0,1,7.0,1.0,6.0,1,1.0,0.0,1.0,1,8.0,6.0,2.0,1,victory
Eustass Kid vs Basil Hawkins,8.0,7.0,1.0,1,8.0,7.0,1.0,1,8.5,6.5,2.0,1,8.5,7.0,1.5,1,7.5,7.5,0.0,0,7.5,6.5,1.0,1,7.5,8.0,-0.5,0,8.0,7.0,1.0,1,7.0,7.0,0.0,0,1.0,0.0,1.0,1,8.0,7.5,0.5,1,victory
Eustass Kid vs Denjiro,8.0,7.5,0.5,1,8.0,8.0,0.0,0,8.5,8.0,0.5,1,8.5,8.5,0.0,0,7.5,7.0,0.5,1,7.5,8.5,-1.0,0,7.5,8.5,-1.0,0,8.0,8.0,0.0,0,7.0,7.0,0.0,0,1.0,0.0,1.0,1,8.0,9.0,-1.0,0,loss
Eustass Kid vs Gin,8.0,6.0,2.0,1,8.0,6.5,1.5,1,8.5,6.5,2.0,1,8.5,7.0,1.5,1,7.5,5.5,2.0,1,7.5,7.0,0.5,1,7.5,6.5,1.0,1,8.0,1.0,7.0,1,7.0,1.0,6.0,1,1.0,0.0,1.0,1,8.0,6.5,1.5,1,victory
Eustass Kid vs Jewelry Bonney,8.0,6.0,2.0,1,8.0,6.5,1.5,1,8.5,5.5,3.0,1,8.5,6.5,2.0,1,7.5,6.0,1.5,1,7.5,5.5,2.0,1,7.5,7.0,0.5,1,8.0,1.0,7.0,1,7.0,1.0,6.0,1,1.0,0.0,1.0,1,8.0,7.0,1.0,1,victory
Eustass Kid vs Charlotte Linlin,8.0,8.0,0.0,0,8.0,9.0,-1.0,0,8.5,10.0,-1.5,0,8.5,10.0,-1.5,0,7.5,9.0,-1.5,0,7.5,9.5,-2.0,0,7.5,7.5,0.0,0,8.0,9.5,-1.5,0,7.0,7.5,-0.5,0,1.0,1.0,0.0,0,8.0,9.5,-1.5,0,loss
Eustass Kid vs Marguerite,8.0,6.5,1.5,1,8.0,6.5,1.5,1,8.5,4.5,4.0,1,8.5,6.5,2.0,1,7.5,5.0,2.5,1,7.5,7.0,0.5,1,7.5,6.0,1.5,1,8.0,6.0,2.0,1,7.0,5.0,2.0,1,1.0,0.0,1.0,1,8.0,6.5,1.5,1,victory
Eustass Kid vs Wyper,8.0,6.5,1.5,1,8.0,7.5,0.5,1,8.5,7.0,1.5,1,8.5,8.0,0.5,1,7.5,5.5,2.0,1,7.5,7.0,0.5,1,7.5,7.0,0.5,1,8.0,0.0,8.0,1,7.0,0.0,7.0,1,1.0,0.0,1.0,1,8.0,7.0,1.0,1,victory
Eustass Kid vs Animal Species/Arabasta Saga,8.0,6.0,2.0,1,8.0,7.0,1.0,1,8.5,6.5,2.0,1,8.5,7.0,1.5,1,7.5,6.0,1.5,1,7.5,7.0,0.5,1,7.5,6.5,1.0,1,8.0,1.0,7.0,1,7.0,1.0,6.0,1,1.0,0.0,1.0,1,8.0,6.5,1.5,1,victory
Eustass Kid vs Charlotte Mont-d'Or,8.0,6.0,2.0,1,8.0,6.5,1.5,1,8.5,6.5,2.0,1,8.5,7.0,1.5,1,7.5,6.5,1.0,1,7.5,7.0,0.5,1,7.5,7.0,0.5,1,8.0,7.0,1.0,1,7.0,6.0,1.0,1,1.0,0.0,1.0,1,8.0,7.5,0.5,1,victory
Eustass Kid vs Caesar Clown,8.0,5.5,2.5,1,8.0,5.0,3.0,1,8.5,4.0,4.5,1,8.5,7.0,1.5,1,7.5,5.0,2.5,1,7.5,4.5,3.0,1,7.5,6.0,1.5,1,8.0,1.0,7.0,1,7.0,1.0,6.0,1,1.0,0.0,1.0,1,8.0,7.0,1.0,1,victory
Eustass Kid vs Kin'emon,8.0,6.5,1.5,1,8.0,6.5,1.5,1,8.5,6.5,2.0,1,8.5,7.0,1.5,1,7.5,6.0,1.5,1,7.5,7.5,0.0,0,7.5,7.5,0.0,0,8.0,6.5,1.5,1,7.0,5.0,2.0,1,1.0,0.0,1.0,1,8.0,7.5,0.5,1,victory
Eustass Kid vs Zeff,8.0,6.5,1.5,1,8.0,6.5,1.5,1,8.5,6.5,2.0,1,8.5,6.0,2.5,1,7.5,6.0,1.5,1,7.5,7.5,0.0,0,7.5,7.5,0.0,0,8.0,4.5,3.5,1,7.0,4.5,2.5,1,1.0,0.0,1.0,1,8.0,9.0,-1.0,0,victory
Eustass Kid vs Vista,8.0,8.5,-0.5,0,8.0,8.0,0.0,0,8.5,8.0,0.5,1,8.5,8.0,0.5,1,7.5,7.5,0.0,0,7.5,9.0,-1.5,0,7.5,8.0,-0.5,0,8.0,8.0,0.0,0,7.0,7.0,0.0,0,1.0,0.0,1.0,1,8.0,9.0,-1.0,0,draw
Eustass Kid vs Charlotte Perospero,8.0,6.5,1.5,1,8.0,7.0,1.0,1,8.5,7.0,1.5,1,8.5,8.0,0.5,1,7.5,7.0,0.5,1,7.5,7.0,0.5,1,7.5,7.5,0.0,0,8.0,7.0,1.0,1,7.0,6.0,1.0,1,1.0,0.0,1.0,1,8.0,8.0,0.0,0,victory
Eustass Kid vs Kawamatsu,8.0,7.0,1.0,1,8.0,8.5,-0.5,0,8.5,7.5,1.0,1,8.5,8.0,0.5,1,7.5,7.0,0.5,1,7.5,8.5,-1.0,0,7.5,7.5,0.0,0,8.0,6.5,1.5,1,7.0,6.0,1.0,1,1.0,0.0,1.0,1,8.0,8.5,-0.5,0,victory
Eustass Kid vs Pandaman,8.0,5.0,3.0,1,8.0,6.5,1.5,1,8.5,3.5,5.0,1,8.5,3.0,5.5,1,7.5,3.5,4.0,1,7.5,2.5,5.0,1,7.5,2.5,5.0,1,8.0,1.0,7.0,1,7.0,5.0,2.0,1,1.0,0.0,1.0,1,8.0,8.5,-0.5,0,victory
Eustass Kid vs Bartholomew Kuma,8.0,9.0,-1.0,0,8.0,9.5,-1.5,0,8.5,9.5,-1.0,0,8.5,9.5,-1.0,0,7.5,8.5,-1.0,0,7.5,8.0,-0.5,0,7.5,9.0,-1.5,0,8.0,8.0,0.0,0,7.0,8.0,-1.0,0,1.0,0.0,1.0,1,8.0,9.5,-1.5,0,loss
Eustass Kid vs Charlotte Cracker,8.0,7.5,0.5,1,8.0,8.0,0.0,0,8.5,8.5,0.0,0,8.5,9.0,-0.5,0,7.5,9.0,-1.5,0,7.5,8.0,-0.5,0,7.5,8.5,-1.0,0,8.0,8.5,-0.5,0,7.0,7.5,-0.5,0,1.0,0.0,1.0,1,8.0,8.5,-0.5,0,loss
Eustass Kid vs Chouchou,8.0,3.0,5.0,1,8.0,3.5,4.5,1,8.5,1.5,7.0,1,8.5,1.5,7.0,1,7.5,2.0,5.5,1,7.5,1.5,6.0,1,7.5,2.0,5.5,1,8.0,1.0,7.0,1,7.0,1.0,6.0,1,1.0,0.0,1.0,1,8.0,2.0,6.0,1,victory
Kouzuki Oden vs Perona,8.5,4.5,4.0,1,8.5,4.0,4.5,1,9.5,1.5,8.0,1,9.5,6.5,3.0,1,7.0,5.5,1.5,1,9.5,3.0,6.5,1,7.5,5.0,2.5,1,9.0,1.0,8.0,1,7.5,1.0,6.5,1,1.0,0.0,1.0,1,9.0,4.5,4.5,1,victory
Kouzuki Oden vs Brook,8.5,7.5,1.0,1,8.5,8.0,0.5,1,9.5,6.0,3.5,1,9.5,7.0,2.5,1,7.0,5.0,2.0,1,9.5,7.5,2.0,1,7.5,7.0,0.5,1,9.0,2.0,7.0,1,7.5,2.5,5.0,1,1.0,0.0,1.0,1,9.0,8.5,0.5,1,victory
Kouzuki Oden vs Smoker,8.5,7.0,1.5,1,8.5,7.0,1.5,1,9.5,7.0,2.5,1,9.5,7.0,2.5,1,7.0,6.5,0.5,1,9.5,7.5,2.0,1,7.5,7.5,0.0,0,9.0,6.5,2.5,1,7.5,7.0,0.5,1,1.0,0.0,1.0,1,9.0,8.5,0.5,1,victory
Kouzuki Oden vs Franky,8.5,6.5,2.0,1,8.5,7.5,1.0,1,9.5,8.0,1.5,1,9.5,8.0,1.5,1,7.0,7.5,-0.5,0,9.5,7.5,2.0,1,7.5,7.5,0.0,0,9.0,2.0,7.0,1,7.5,1.0,6.5,1,1.0,0.0,1.0,1,9.0,8.0,1.0,1,victory
Kouzuki Oden vs Gol D. Roger,8.5,10.0,-1.5,0,8.5,10.0,-1.5,0,9.5,10.0,-0.5,0,9.5,10.0,-0.5,0,7.0,8.5,-1.5,0,9.5,10.0,-0.5,0,7.5,10.0,-2.5,0,9.0,10.0,-1.0,0,7.5,9.5,-2.0,0,1.0,1.0,0.0,0,9.0,10.0,-1.0,0,loss
Kouzuki Oden vs Dracule Mihawk,8.5,10.0,-1.5,0,8.5,9.5,-1.0,0,9.5,10.0,-0.5,0,9.5,10.0,-0.5,0,7.0,9.0,-2.0,0,9.5,10.0,-0.5,0,7.5,10.0,-2.5,0,9.0,9.5,-0.5,0,7.5,9.5,-2.0,0,1.0,0.0,1.0,1,9.0,10.0,-1.0,0,loss
Kouzuki Oden vs Edward Newgate,8.5,7.5,1.0,1,8.5,8.5,0.0,0,9.5,10.0,-0.5,0,9.5,10.0,-0.5,0,7.0,9.0,-2.0,0,9.5,10.0,-0.5,0,7.5,9.0,-1.5,0,9.0,10.0,-1.0,0,7.5,8.0,-0.5,0,1.0,1.0,0.0,0,9.0,10.0,-1.0,0,loss
Kouzuki Oden vs Going Merry,8.5,3.5,5.0,1,8.5,6.5,2.0,1,9.5,3.0,6.5,1,9.5,1.5,8.0,1,7.0,3.5,3.5,1,9.5,1.5,8.0,1,7.5,3.5,4.0,1,9.0,1.0,8.0,1,7.5,1.5,6.0,1,1.0,0.0,1.0,1,9.0,7.5,1.5,1,victory
Kouzuki Oden vs Silvers Rayleigh,8.5,10.0,-1.5,0,8.5,8.5,0.0,0,9.5,9.5,0.0,0,9.5,9.5,0.0,0,7.0,9.0,-2.0,0,9.5,10.0,-0.5,0,7.5,10.0,-2.5,0,9.0,10.0,-1.0,0,7.5,10.0,-2.5,0,1.0,1.0,0.0,0,9.0,10.0,-1.0,0,loss
Kouzuki Oden vs Buggy,8.5,5.0,3.5,1,8.5,6.0,2.5,1,9.5,3.5,6.0,1,9.5,5.5,4.0,1,7.0,6.5,0.5,1,9.5,4.5,5.0,1,7.5,6.5,1.0,1,9.0,1.0,8.0,1,7.5,1.0,6.5,1,1.0,0.0,1.0,1,9.0,7.5,1.5,1,victory
Kouzuki Oden vs Enel,8.5,9.0,-0.5,0,8.5,8.0,0.5,1,9.5,7.0,2.5,1,9.5,9.5,0.0,0,7.0,6.5,0.5,1,9.5,7.0,2.5,1,7.5,7.0,0.5,1,9.0,1.0,8.0,1,7.5,10.0,-2.5,0,1.0,0.0,1.0,1,9.0,6.0,3.0,1,victory
Kouzuki Oden vs Kuzan,8.5,8.5,0.0,0,8.5,9.5,-1.0,0,9.5,9.0,0.5,1,9.5,9.5,0.0,0,7.0,8.5,-1.5,0,9.5,9.5,0.0,0,7.5,9.5,-2.0,0,9.0,8.5,0.5,1,7.5,8.5,-1.0,0,1.0,0.0,1.0,1,9.0,9.5,-0.5,0,loss
Kouzuki Oden vs Woop Slap,8.5,1.5,7.0,1,8.5,2.5,6.0,1,9.5,1.0,8.5,1,9.5,1.0,8.5,1,7.0,1.0,6.0,1,9.5,1.0,8.5,1,7.5,1.0,6.5,1,9.0,1.0,8.0,1,7.5,1.0,6.5,1,1.0,0.0,1.0,1,9.0,4.0,5.0,1,victory
Kouzuki Oden vs Tashigi,8.5,6.0,2.5,1,8.5,5.5,3.0,1,9.5,4.0,5.5,1,9.5,5.0,4.5,1,7.0,4.5,2.5,1,9.5,6.5,3.0,1,7.5,6.0,1.5,1,9.0,5.0,4.0,1,7.5,4.0,3.5,1,1.0,0.0,1.0,1,9.0,6.0,3.0,1,victory
Kouzuki Oden vs Vinsmoke Reiju,8.5,7.0,1.5,1,8.5,6.5,2.0,1,9.5,6.5,3.0,1,9.5,7.0,2.5,1,7.0,6.5,0.5,1,9.5,7.5,2.0,1,7.5,7.5,0.0,0,9.0,3.0,6.0,1,7.5,3.0,4.5,1,1.0,0.0,1.0,1,9.0,7.0,2.0,1,victory
Kouzuki Oden vs Bartolomeo,8.5,5.5,3.0,1,8.5,7.0,1.5,1,9.5,6.0,3.5,1,9.5,7.0,2.5,1,7.0,9.5,-2.5,0,9.5,6.0,3.5,1,7.5,6.5,1.0,1,9.0,2.0,7.0,1,7.5,2.0,5.5,1,1.0,0.0,1.0,1,9.0,6.0,3.0,1,victory
Kouzuki Oden vs X Drake,8.5,7.5,1.0,1,8.5,7.0,1.5,1,9.5,7.5,2.0,1,9.5,8.0,1.5,1,7.0,7.0,0.0,0,9.5,8.0,1.5,1,7.5,7.5,0.0,0,9.0,7.0,2.0,1,7.5,6.5,1.0,1,1.0,0.0,1.0,1,9.0,8.0,1.0,1,victory
Kouzuki Oden vs Koby,8.5,7.0,1.5,1,8.5,7.5,1.0,1,9.5,6.0,3.5,1,9.5,6.5,3.0,1,7.0,5.0,2.0,1,9.5,6.5,3.0,1,7.5,7.0,0.5,1,9.0,7.0,2.0,1,7.5,8.5,-1.0,0,1.0,0.0,1.0,1,9.0,6.0,3.0,1,victory
Kouzuki Oden vs Rob Lucci,8.5,8.5,0.0,0,8.5,9.0,-0.5,0,9.5,9.0,0.5,1,9.5,9.0,0.5,1,7.0,7.5,-0.5,0,9.5,9.5,0.0,0,7.5,8.5,-1.0,0,9.0,7.5,1.5,1,7.5,7.5,0.0,0,1.0,0.0,1.0,1,9.0,8.5,0.5,1,draw
Kouzuki Oden vs Monkey D. Garp,8.5,10.0,-1.5,0,8.5,9.5,-1.0,0,9.5,10.0,-0.5,0,9.5,10.0,-0.5,0,7.0,8.5,-1.5,0,9.5,10.0,-0.5,0,7.5,9.5,-2.0,0,9.0,10.0,-1.0,0,7.5,9.0,-1.5,0,1.0,1.0,0.0,0,9.0,10.0,-1.0,0,loss
Kouzuki Oden vs Charlotte Pudding,8.5,5.0,3.5,1,8.5,5.0,3.5,1,9.5,3.5,6.0,1,9.5,5.0,4.5,1,7.0,4.0,3.0,1,9.5,4.5,5.0,1,7.5,6.5,1.0,1,9.0,1.0,8.0,1,7.5,2.5,5.0,1,1.0,0.0,1.0,1,9.0,6.0,3.0,1,victory
Kouzuki Oden vs Marshall D. Teach,8.5,7.0,1.5,1,8.5,8.0,0.5,1,9.5,9.0,0.5,1,9.5,9.5,0.0,0,7.0,7.5,-0.5,0,9.5,8.0,1.5,1,7.5,8.5,-1.0,0,9.0,8.0,1.0,1,7.5,7.0,0.5,1,1.0,0.0,1.0,1,9.0,8.5,0.5,1,victory
Kouzuki Oden vs Kikuhime,8.5,7.0,1.5,1,8.5,7.0,1.5,1,9.5,6.0,3.5,1,9.5,7.0,2.5,1,7.0,6.0,1.0,1,9.5,8.0,1.5,1,7.5,7.0,0.5,1,9.0,6.0,3.0,1,7.5,6.0,1.5,1,1.0,0.0,1.0,1,9.0,7.0,2.0,1,victory
Kouzuki Oden vs Izou,8.5,7.5,1.0,1,8.5,7.5,1.0,1,9.5,6.5,3.0,1,9.5,7.5,2.0,1,7.0,5.5,1.5,1,9.5,8.0,1.5,1,7.5,8.0,-0.5,0,9.0,6.0,3.0,1,7.5,6.0,1.5,1,1.0,0.0,1.0,1,9.0,8.5,0.5,1,victory
Kouzuki Oden vs Kouzuki Hiyori,8.5,4.0,4.5,1,8.5,5.0,3.5,1,9.5,2.5,7.0,1,9.5,3.0,6.5,1,7.0,4.0,3.0,1,9.5,2.5,7.0,1,7.5,3.5,4.0,1,9.0,1.0,8.0,1,7.5,1.0,6.5,1,1.0,0.0,1.0,1,9.0,6.0,3.0,1,victory
Kouzuki Oden vs Shirahoshi,8.5,2.5,6.0,1,8.5,2.5,6.0,1,9.5,1.0,8.5,1,9.5,4.5,5.0,1,7.0,1.0,6.0,1,9.5,1.0,8.5,1,7.5,1.5,6.0,1,9.0,1.0,8.0,1,7.5,5.5,2.0,1,1.0,0.0,1.0,1,9.0,1.5,7.5,1,victory
Kouzuki Oden vs Pell,8.5,6.5,2.0,1,8.5,6.5,2.0,1,9.5,6.5,3.0,1,9.5,6.0,3.5,1,7.0,5.0,2.0,1,9.5,6.5,3.0,1,7.5,6.5,1.0,1,9.0,1.5,7.5,1,7.5,1.5,6.0,1,1.0,0.0,1.0,1,9.0,6.5,2.5,1,victory
Kouzuki Oden vs Issho,8.5,8.5,0.0,0,8.5,9.0,-0.5,0,9.5,9.0,0.5,1,9.5,9.0,0.5,1,7.0,8.5,-1.5,0,9.5,9.0,0.5,1,7.5,9.0,-1.5,0,9.0,9.0,0.0,0,7.5,10.0,-2.5,0,1.0,0.0,1.0,1,9.0,9.5,-0.5,0,loss
Kouzuki Oden vs Sakazuki,8.5,8.5,0.0,0,8.5,9.5,-1.0,0,9.5,9.5,0.0,0,9.5,10.0,-0.5,0,7.0,8.5,-1.5,0,9.5,9.5,0.0,0,7.5,9.0,-1.5,0,9.0,9.5,-0.5,0,7.5,8.5,-1.0,0,1.0,0.0,1.0,1,9.0,9.5,-0.5,0,loss
Kouzuki Oden vs Kurozumi Tama,8.5,3.0,5.5,1,8.5,4.0,4.5,1,9.5,2.0,7.5,1,9.5,3.5,6.0,1,7.0,2.5,4.5,1,9.5,1.5,8.0,1,7.5,4.0,3.5,1,9.0,1.0,8.0,1,7.5,1.0,6.5,1,1.0,0.0,1.0,1,9.0,3.0,6.0,1,victory
Kouzuki Oden vs Killer,8.5,7.5,1.0,1,8.5,7.0,1.5,1,9.5,7.0,2.5,1,9.5,8.0,1.5,1,7.0,6.0,1.0,1,9.5,8.0,1.5,1,7.5,8.0,-0.5,0,9.0,7.0,2.0,1,7.5,6.0,1.5,1,1.0,0.0,1.0,1,9.0,8.0,1.0,1,victory
Kouzuki Oden vs Ulti,8.5,7.5,1.0,1,8.5,7.5,1.0,1,9.5,8.0,1.5,1,9.5,7.5,2.0,1,7.0,7.5,-0.5,0,9.5,7.5,2.0,1,7.5,6.5,1.0,1,9.0,7.0,2.0,1,7.5,5.5,2.0,1,1.0,0.0,1.0,1,9.0,6.5,2.5,1,victory
Kouzuki Oden vs Benn Beckman,8.5,9.0,-0.5,0,8.5,9.0,-0.5,0,9.5,8.5,1.0,1,9.5,9.0,0.5,1,7.0,7.5,-0.5,0,9.5,9.0,0.5,1,7.5,9.5,-2.0,0,9.0,9.0,0.0,0,7.5,9.0,-1.5,0,1.0,0.0,1.0,1,9.0,10.0,-1.0,0,loss
Kouzuki Oden vs Koala,8.5,7.0,1.5,1,8.5,6.5,2.0,1,9.5,6.0,3.5,1,9.5,6.5,3.0,1,7.0,5.5,1.5,1,9.5,7.5,2.0,1,7.5,7.0,0.5,1,9.0,5.0,4.0,1,7.5,5.0,2.5,1,1.0,0.0,1.0,1,9.0,7.0,2.0,1,victory
Kouzuki Oden vs Borsalino,8.5,10.0,-1.5,0,8.5,8.0,0.5,1,9.5,8.0,1.5,1,9.5,9.5,0.0,0,7.0,7.5,-0.5,0,9.5,9.0,0.5,1,7.5,8.5,-1.0,0,9.0,9.0,0.0,0,7.5,9.0,-1.5,0,1.0,0.0,1.0,1,9.0,9.5,-0.5,0,loss
Kouzuki Oden vs Gaimon,8.5,1.5,7.0,1,8.5,3.5,5.0,1,9.5,1.0,8.5,1,9.5,1.0,8.5,1,7.0,1.5,5.5,1,9.5,1.0,8.5,1,7.5,1.5,6.0,1,9.0,1.0,8.0,1,7.5,1.0,6.5,1,1.0,0.0,1.0,1,9.0,5.5,3.5,1,victory
Kouzuki Oden vs Pedro,8.5,7.5,1.0,1,8.5,7.0,1.5,1,9.5,7.5,2.0,1,9.5,7.5,2.0,1,7.0,6.5,0.5,1,9.5,8.0,1.5,1,7.5,8.0,-0.5,0,9.0,6.5,2.5,1,7.5,7.5,0.0,0,1.0,0.0,1.0,1,9.0,8.0,1.0,1,victory
Kouzuki Oden vs Monkey D. Dragon,8.5,8.5,0.0,0,8.5,9.0,-0.5,0,9.5,8.5,1.0,1,9.5,9.0,0.5,1,7.0,8.5,-1.5,0,9.5,9.0,0.5,1,7.5,9.5,-2.0,0,9.0,9.0,0.0,0,7.5,8.0,-0.5,0,1.0,0.0,1.0,1,9.0,10.0,-1.0,0,loss
